,year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver,age
60,2019,10,10,Thursday,9,18,9,40,nap,NA,,ap,18004
61,2019,10,10,Thursday,13,20,NA,NA,nap,NA,,ap,18004
62,2019,10,7,Monday,NA,NA,NA,NA,intro_highflow_nipples,NA,,jsmkch,18004
63,2019,10,14,Monday,NA,NA,NA,NA,intro_sleeping_thru_night,NA,,jsmkch,18004
64,2019,8,22,Thursday,10,30,NA,NA,wet,NA,,jr,18004
65,2019,8,22,Thursday,12,20,NA,NA,dry,NA,,jr,18004
66,2019,8,22,Thursday,13,30,NA,NA,bowel,NA,,jr,18004
67,2019,8,22,Thursday,11,0,NA,NA,caregiver_change,NA,,vona_jr,18004
68,2019,8,22,Thursday,10,45,NA,NA,bottle,2,oz,jr,18004
69,2019,8,22,Thursday,13,40,NA,NA,bottle,2,oz,jr,18004
70,2019,8,22,Thursday,12,30,13,30,nap,NA,,jr,18004
71,2019,10,9,Wednesday,8,4,NA,NA,wet,NA,,ij,18004
72,2019,10,9,Wednesday,10,58,NA,NA,wet,NA,,kc,18004
73,2019,10,9,Wednesday,12,45,NA,NA,bowel,NA,,ij,18004
74,2019,10,9,Wednesday,14,30,NA,NA,dry,NA,,ij,18004
75,2019,10,9,Wednesday,15,0,NA,NA,bowel,NA,,ij,18004
76,2019,10,9,Wednesday,8,30,NA,NA,bottle,1,oz,ij,18004
77,2019,10,9,Wednesday,11,12,NA,NA,bottle,1,oz,ij,18004
78,2019,10,9,Wednesday,13,0,NA,NA,bottle,2,oz,ij,18004
79,2019,10,9,Wednesday,9,20,10,55,nap,NA,,ij,18004
80,2019,10,9,Wednesday,13,15,NA,NA,nap,NA,,ij,18004
81,2019,10,8,Tuesday,7,45,NA,NA,wet,NA,,ap,18004
82,2019,10,8,Tuesday,10,5,NA,NA,wet,NA,,ap,18004
83,2019,10,8,Tuesday,11,50,NA,NA,wet,NA,,ap,18004
84,2019,10,8,Tuesday,13,40,NA,NA,wet,NA,,ap,18004
85,2019,10,8,Tuesday,7,40,NA,NA,bottle,1,oz,ap,18004
86,2019,10,8,Tuesday,9,20,NA,NA,bottle,1,oz,ap,18004
87,2019,10,8,Tuesday,11,55,NA,NA,bottle,1,oz,ap,18004
88,2019,10,8,Tuesday,13,0,NA,NA,bottle,1,oz,ap,18004
89,2019,10,8,Tuesday,9,23,10,0,nap,NA,,ap,18004
90,2019,10,8,Tuesday,12,15,12,40,nap,NA,,ap,18004
91,2019,10,8,Tuesday,14,45,15,10,nap,NA,,ap,18004
92,2019,9,25,Wednesday,10,30,NA,NA,caregiver_change,NA,,vona_ap,18004
93,2019,9,25,Wednesday,7,5,NA,NA,wet,NA,,vona,18004
94,2019,9,25,Wednesday,9,30,NA,NA,wet,NA,,vona,18004
95,2019,9,25,Wednesday,11,15,NA,NA,wet,NA,,ap,18004
96,2019,9,25,Wednesday,8,20,NA,NA,bottle,2,oz,vona,18004
97,2019,9,25,Wednesday,9,45,NA,NA,bottle,2.5,oz,vona,18004
98,2019,9,25,Wednesday,8,40,9,30,nap,NA,,vona,18004
99,2019,9,25,Wednesday,11,25,NA,NA,nap,NA,,ap,18004
100,2019,10,7,Monday,8,20,NA,NA,caregiver_change,NA,,kc_vona,18004
101,2019,10,7,Monday,6,50,NA,NA,dry,NA,,kc,18004
102,2019,10,7,Monday,8,20,NA,NA,wet,NA,,kc,18004
103,2019,10,7,Monday,10,25,NA,NA,wet,NA,,vona,18004
104,2019,10,7,Monday,12,35,NA,NA,wet,NA,,vona,18004
105,2019,10,7,Monday,14,32,NA,NA,bowel,NA,,vona,18004
106,2019,10,7,Monday,8,0,NA,NA,bottle,2,oz,kc,18004
107,2019,10,7,Monday,11,0,NA,NA,bottle,3,oz,vona,18004
108,2019,10,7,Monday,14,0,NA,NA,bottle,3,oz,vona,18004
109,2019,10,7,Monday,9,10,9,43,nap,NA,,vona,18004
110,2019,10,7,Monday,12,28,13,22,nap,NA,,vona,18004
111,2019,10,3,Thursday,6,45,NA,NA,dry,NA,,ap,18004
112,2019,10,3,Thursday,8,10,NA,NA,wet,NA,,ap,18004
113,2019,10,3,Thursday,10,30,NA,NA,wet,NA,,ap,18004
114,2019,10,3,Thursday,11,20,NA,NA,bowel,NA,,ap,18004
115,2019,10,3,Thursday,13,0,NA,NA,wet,NA,,ap,18004
116,2019,10,3,Thursday,8,0,NA,NA,bottle,1,oz,ap,18004
117,2019,10,3,Thursday,11,0,NA,NA,bottle,2,oz,ap,18004
118,2019,10,3,Thursday,12,40,NA,NA,bottle,2.5,oz,ap,18004
119,2019,10,3,Thursday,13,30,NA,NA,bottle,2,oz,ap,18004
120,2019,10,3,Thursday,13,45,NA,NA,bowel,NA,,ap,18004
121,2019,10,3,Thursday,14,20,NA,NA,bowel,NA,,ap,18004
122,2019,10,3,Thursday,9,10,10,25,nap,NA,,ap,18004
123,2019,10,3,Thursday,14,27,NA,NA,nap,NA,,ap,18004
124,2019,10,1,Tuesday,7,55,NA,NA,wet,NA,,ij,18004
125,2019,10,1,Tuesday,10,5,NA,NA,wet,NA,,ij,18004
126,2019,10,1,Tuesday,12,37,NA,NA,bowel,NA,,ij,18004
127,2019,10,1,Tuesday,14,40,NA,NA,diaper,NA,,kc,18004
128,2019,10,1,Tuesday,14,3,NA,NA,bottle,2,oz,kc,18004
129,2019,10,1,Tuesday,14,3,NA,NA,caregiver_change,NA,,ij_kc,18004
130,2019,9,24,Tuesday,7,20,NA,NA,dry,NA,,ap,18004
131,2019,9,24,Tuesday,7,45,NA,NA,wet,NA,,ap,18004
132,2019,9,24,Tuesday,8,35,NA,NA,bowel,NA,,ap,18004
133,2019,9,24,Tuesday,10,15,NA,NA,bowel,NA,,ap,18004
134,2019,9,24,Tuesday,11,55,NA,NA,wet,NA,,ap,18004
135,2019,9,24,Tuesday,13,40,NA,NA,wet,NA,,ap,18004
136,2019,9,24,Tuesday,8,25,NA,NA,bottle,2,oz,ap,18004
137,2019,9,24,Tuesday,10,20,NA,NA,bottle,2,oz,ap,18004
138,2019,9,24,Tuesday,12,25,NA,NA,bottle,2,oz,ap,18004
139,2019,9,24,Tuesday,10,35,11,20,nap,NA,,ap,18004
140,2019,9,24,Tuesday,14,21,15,3,nap,NA,,ap,18004
141,2019,10,2,Wednesday,12,50,NA,NA,tylenol,3.75,mL,ij,18004
142,2019,10,2,Wednesday,14,20,NA,NA,caregiver_change,NA,,ij_kc,18004
143,2019,10,2,Wednesday,7,17,NA,NA,wet,NA,,ij,18004
144,2019,10,2,Wednesday,8,30,NA,NA,bowel,NA,,ij,18004
145,2019,10,2,Wednesday,11,7,NA,NA,bowel,NA,,ij,18004
146,2019,10,2,Wednesday,12,0,NA,NA,bowel,NA,,ij,18004
147,2019,10,2,Wednesday,14,10,NA,NA,wet,NA,,ij,18004
148,2019,10,2,Wednesday,15,10,NA,NA,wet,NA,,kc,18004
149,2019,10,2,Wednesday,8,10,NA,NA,bottle,1,oz,ij,18004
150,2019,10,2,Wednesday,10,15,NA,NA,bottle,2,oz,ij,18004
151,2019,10,2,Wednesday,12,40,NA,NA,bottle,1,oz,ij,18004
152,2019,10,2,Wednesday,14,44,NA,NA,bottle,2,oz,ij,18004
153,2019,10,2,Wednesday,8,57,10,14,nap,NA,,ij,18004
154,2019,10,2,Wednesday,13,23,14,0,nap,NA,,ij,18004
155,2019,9,30,Monday,7,5,NA,NA,wet,NA,,vona,18004
156,2019,9,30,Monday,9,2,NA,NA,wet,NA,,vona,18004
157,2019,9,30,Monday,10,35,NA,NA,bowel,NA,,vona,18004
158,2019,9,30,Monday,12,38,NA,NA,wet,NA,,vona,18004
159,2019,9,30,Monday,9,10,NA,NA,bottle,1.5,oz,vona,18004
160,2019,9,30,Monday,11,30,NA,NA,bottle,2,oz,vona,18004
161,2019,9,30,Monday,9,36,10,10,nap,NA,,vona,18004
162,2019,9,30,Monday,13,11,NA,NA,nap,NA,,vona,18004
163,2019,9,30,Monday,6,35,NA,NA,arrive,NA,,NA,18004
164,2019,9,30,Monday,13,5,NA,NA,temperature,101.4,degreesF,vona,18004
165,2019,10,4,Friday,7,15,NA,NA,wet,NA,,vona,18004
166,2019,10,4,Friday,9,15,NA,NA,wet,NA,,vona,18004
167,2019,10,4,Friday,10,22,NA,NA,bowel,NA,,vona,18004
168,2019,10,4,Friday,12,34,NA,NA,wet,NA,,vona,18004
169,2019,10,4,Friday,13,6,NA,NA,bowel,NA,,vona,18004
170,2019,10,4,Friday,9,17,NA,NA,bottle,1,oz,vona,18004
171,2019,10,4,Friday,10,48,NA,NA,bottle,2,oz,vona,18004
172,2019,10,4,Friday,13,16,NA,NA,bottle,1.5,oz,vona,18004
173,2019,10,4,Friday,7,52,9,10,nap,NA,,vona,18004
174,2019,10,4,Friday,14,9,15,20,nap,NA,,vona,18004
175,2019,10,4,Friday,6,43,NA,NA,arrive,NA,,NA,18004
176,2019,9,23,Monday,7,10,NA,NA,wet,NA,,vona,18004
177,2019,9,23,Monday,8,4,NA,NA,bowel,NA,,vona,18004
178,2019,9,23,Monday,10,5,NA,NA,wet,NA,,vona,18004
179,2019,9,23,Monday,11,50,NA,NA,wet,NA,,vona,18004
180,2019,9,23,Monday,13,27,NA,NA,wet,NA,,vona,18004
181,2019,9,23,Monday,15,20,NA,NA,wet,NA,,vona,18004
182,2019,9,23,Monday,9,15,NA,NA,bottle,2,oz,vona,18004
183,2019,9,23,Monday,11,15,NA,NA,bottle,4.5,oz,vona,18004
184,2019,9,23,Monday,13,15,NA,NA,bottle,2,oz,vona,18004
185,2019,9,23,Monday,11,17,11,32,nap,NA,,vona,18004
186,2019,9,23,Monday,6,45,NA,NA,arrive,NA,,NA,18004
187,2019,9,20,Friday,7,15,NA,NA,wet,NA,,vona,18004
188,2019,9,20,Friday,9,0,NA,NA,wet,NA,,vona,18004
189,2019,9,20,Friday,11,0,NA,NA,wet,NA,,vona,18004
190,2019,9,20,Friday,13,0,NA,NA,wet,NA,,vona,18004
191,2019,9,20,Friday,14,17,NA,NA,wet,NA,,vona,18004
192,2019,9,20,Friday,14,47,NA,NA,bowel,NA,,vona,18004
193,2019,9,20,Friday,8,30,NA,NA,bottle,2.5,oz,vona,18004
194,2019,9,20,Friday,11,30,NA,NA,bottle,1,oz,vona,18004
195,2019,9,20,Friday,13,0,NA,NA,bottle,2,oz,vona,18004
196,2019,9,20,Friday,15,0,NA,NA,bottle,2,oz,vona,18004
197,2019,9,20,Friday,9,40,10,23,nap,NA,,vona,18004
198,2019,9,20,Friday,13,21,14,14,nap,NA,,vona,18004
199,2019,9,20,Friday,6,45,NA,NA,arrive,NA,,NA,18004
200,2019,9,18,Wednesday,7,30,NA,NA,wet,NA,,ap,18004
201,2019,9,18,Wednesday,9,24,NA,NA,bowel,NA,,ap,18004
202,2019,9,18,Wednesday,11,10,NA,NA,wet,NA,,ap,18004
203,2019,9,18,Wednesday,13,0,NA,NA,wet,NA,,ap,18004
204,2019,9,18,Wednesday,13,10,NA,NA,bowel,NA,,ap,18004
205,2019,9,18,Wednesday,15,0,NA,NA,dry,NA,,ap,18004
206,2019,9,18,Wednesday,8,20,NA,NA,bottle,2,oz,ap,18004
207,2019,9,18,Wednesday,10,30,NA,NA,bottle,1,oz,ap,18004
208,2019,9,18,Wednesday,12,30,NA,NA,bottle,3,oz,ap,18004
209,2019,9,18,Wednesday,14,30,NA,NA,bottle,1.5,oz,ap,18004
210,2019,9,18,Wednesday,10,40,11,2,nap,NA,,ap,18004
211,2019,9,18,Wednesday,14,35,14,45,nap,NA,,ap,18004
212,2019,8,27,Tuesday,8,0,NA,NA,wet,NA,,jr,18004
213,2019,8,27,Tuesday,10,0,NA,NA,bowel,NA,,jr,18004
214,2019,8,27,Tuesday,10,35,NA,NA,bowel,NA,,jr,18004
215,2019,8,27,Tuesday,12,40,NA,NA,wet,NA,,jr,18004
216,2019,8,27,Tuesday,13,45,NA,NA,bowel,NA,,jr,18004
217,2019,8,27,Tuesday,8,15,NA,NA,bottle,2,oz,jr,18004
218,2019,8,27,Tuesday,9,0,NA,NA,bottle,3,oz,jr,18004
219,2019,8,27,Tuesday,11,0,NA,NA,bottle,2,oz,jr,18004
220,2019,8,27,Tuesday,13,5,NA,NA,bottle,1.5,oz,jr,18004
221,2019,8,27,Tuesday,14,50,NA,NA,bottle,4,oz,jr,18004
222,2019,8,27,Tuesday,11,10,12,40,nap,NA,,jr,18004
223,2019,8,27,Tuesday,14,10,14,45,nap,NA,,jr,18004
224,2019,8,26,Monday,7,10,NA,NA,wet,NA,,vona,18004
225,2019,8,26,Monday,10,15,NA,NA,bowel,NA,,jr,18004
226,2019,8,26,Monday,11,40,NA,NA,bowel,NA,,vona,18004
227,2019,8,26,Monday,13,32,NA,NA,bowel,NA,,vona,18004
228,2019,8,26,Monday,14,32,NA,NA,bowel,NA,,vona,18004
229,2019,8,26,Monday,15,10,NA,NA,bowel,NA,,vona,18004
230,2019,8,26,Monday,7,45,NA,NA,bottle,3,oz,vona,18004
231,2019,8,26,Monday,10,48,NA,NA,bottle,2,oz,vona,18004
232,2019,8,26,Monday,11,40,NA,NA,bottle,2,oz,vona,18004
233,2019,8,26,Monday,14,13,NA,NA,bottle,5,oz,vona,18004
234,2019,8,26,Monday,8,40,10,10,nap,NA,,vona,18004
235,2019,8,26,Monday,12,45,13,20,nap,NA,,vona,18004
236,2019,8,26,Monday,6,35,NA,NA,arrive,NA,,NA,18004
237,2019,9,9,Monday,7,0,NA,NA,wet,NA,,vona,18004
238,2019,9,9,Monday,8,21,NA,NA,bowel,NA,,vona,18004
239,2019,9,9,Monday,10,25,NA,NA,wet,NA,,vona,18004
240,2019,9,9,Monday,11,21,NA,NA,bowel,NA,,vona,18004
241,2019,9,9,Monday,13,25,NA,NA,wet,NA,,vona,18004
242,2019,9,9,Monday,15,15,NA,NA,wet,NA,,vona,18004
243,2019,9,9,Monday,7,40,NA,NA,bottle,3,oz,vona,18004
244,2019,9,9,Monday,10,48,NA,NA,bottle,3,oz,vona,18004
245,2019,9,9,Monday,13,35,NA,NA,bottle,2,oz,vona,18004
246,2019,9,9,Monday,8,46,9,43,nap,NA,,vona,18004
247,2019,9,9,Monday,12,38,13,23,nap,NA,,vona,18004
248,2019,9,9,Monday,6,43,NA,NA,arrive,NA,,NA,18004
249,2019,8,30,Friday,6,45,NA,NA,arrive,NA,,NA,18004
250,2019,8,30,Friday,7,10,NA,NA,wet,NA,,vona,18004
251,2019,8,30,Friday,8,45,NA,NA,wet,NA,,vona,18004
252,2019,8,30,Friday,9,9,NA,NA,bowel,NA,,vona,18004
253,2019,8,30,Friday,11,35,NA,NA,wet,NA,,vona,18004
254,2019,8,30,Friday,12,50,NA,NA,wet,NA,,vona,18004
255,2019,8,30,Friday,14,16,NA,NA,bowel,NA,,vona,18004
256,2019,8,30,Friday,15,20,NA,NA,wet,NA,,vona,18004
257,2019,8,30,Friday,8,50,NA,NA,bottle,3,oz,vona,18004
258,2019,8,30,Friday,12,55,NA,NA,bottle,3,oz,vona,18004
259,2019,8,30,Friday,14,20,NA,NA,bottle,2,oz,vona,18004
260,2019,8,30,Friday,15,0,NA,NA,bottle,2,oz,vona,18004
261,2019,8,30,Friday,7,30,8,42,nap,NA,,vona,18004
262,2019,8,30,Friday,10,21,11,34,nap,NA,,vona,18004
263,2019,8,30,Friday,14,27,14,37,nap,NA,,vona,18004
264,2019,9,11,Wednesday,7,0,NA,NA,arrive,NA,,NA,18004
265,2019,9,11,Wednesday,7,10,NA,NA,wet,NA,,vona,18004
266,2019,9,11,Wednesday,9,5,NA,NA,wet,NA,,vona,18004
267,2019,9,11,Wednesday,9,37,NA,NA,bowel,NA,,vona,18004
268,2019,9,11,Wednesday,11,0,NA,NA,bowel,NA,,vona,18004
269,2019,9,11,Wednesday,13,0,NA,NA,wet,NA,,vona,18004
270,2019,9,11,Wednesday,15,0,NA,NA,wet,NA,,vona,18004
271,2019,9,11,Wednesday,8,45,NA,NA,bottle,3,oz,vona,18004
272,2019,9,11,Wednesday,12,15,NA,NA,bottle,3,oz,vona,18004
273,2019,9,11,Wednesday,12,40,NA,NA,bottle,2,oz,vona,18004
274,2019,9,11,Wednesday,13,50,NA,NA,bottle,2,oz,vona,18004
275,2019,9,11,Wednesday,9,49,10,36,nap,NA,,vona,18004
276,2019,9,11,Wednesday,11,49,12,5,nap,NA,,vona,18004
277,2019,9,11,Wednesday,14,16,14,45,nap,NA,,vona,18004
278,2019,9,5,Thursday,6,40,NA,NA,arrive,NA,,NA,18004
279,2019,9,5,Thursday,7,10,NA,NA,bowel,NA,,vona,18004
280,2019,9,5,Thursday,9,20,NA,NA,wet,NA,,vona,18004
281,2019,9,5,Thursday,11,15,NA,NA,wet,NA,,vona,18004
282,2019,9,5,Thursday,12,42,NA,NA,bowel,NA,,vona,18004
283,2019,9,5,Thursday,14,48,NA,NA,bowel,NA,,vona,18004
284,2019,9,5,Thursday,9,20,NA,NA,bottle,3,oz,vona,18004
285,2019,9,5,Thursday,11,42,NA,NA,bottle,3,oz,vona,18004
286,2019,9,5,Thursday,15,0,NA,NA,bottle,2,oz,vona,18004
287,2019,9,5,Thursday,8,0,9,19,nap,NA,,vona,18004
288,2019,9,5,Thursday,12,15,12,33,nap,NA,,vona,18004
289,2019,9,5,Thursday,12,55,14,17,nap,NA,,vona,18004
290,2019,9,16,Monday,7,10,NA,NA,arrive,NA,,NA,18004
291,2019,9,16,Monday,7,20,NA,NA,dry,NA,,vona,18004
292,2019,9,16,Monday,7,55,NA,NA,wet,NA,,vona,18004
293,2019,9,16,Monday,8,52,NA,NA,bowel,NA,,vona,18004
294,2019,9,16,Monday,11,0,NA,NA,wet,NA,,vona,18004
295,2019,9,16,Monday,12,58,NA,NA,wet,NA,,vona,18004
296,2019,9,16,Monday,15,0,NA,NA,wet,NA,,vona,18004
297,2019,9,16,Monday,9,35,NA,NA,bottle,2,oz,vona,18004
298,2019,9,16,Monday,10,55,NA,NA,bottle,2,oz,vona,18004
299,2019,9,16,Monday,13,0,NA,NA,bottle,2.5,oz,vona,18004
300,2019,9,16,Monday,15,0,NA,NA,bottle,3,oz,vona,18004
301,2019,9,16,Monday,12,15,12,53,nap,NA,,vona,18004
302,2019,8,23,Friday,6,48,NA,NA,arrive,NA,,NA,18004
303,2019,8,23,Friday,7,19,NA,NA,wet,NA,,vona,18004
304,2019,8,23,Friday,9,40,NA,NA,wet,NA,,vona,18004
305,2019,8,23,Friday,11,15,NA,NA,wet,NA,,vona,18004
306,2019,8,23,Friday,13,0,NA,NA,wet,NA,,vona,18004
307,2019,8,23,Friday,8,38,NA,NA,bottle,3.5,oz,vona,18004
308,2019,8,23,Friday,10,30,NA,NA,bottle,2,oz,vona,18004
309,2019,8,23,Friday,12,45,NA,NA,bottle,3,oz,vona,18004
310,2019,8,23,Friday,8,55,9,36,nap,NA,,vona,18004
311,2019,8,23,Friday,11,52,12,46,nap,NA,,vona,18004
312,2019,9,13,Friday,6,37,NA,NA,arrive,NA,,NA,18004
313,2019,9,13,Friday,6,55,NA,NA,wet,NA,,vona,18004
314,2019,9,13,Friday,9,20,NA,NA,wet,NA,,vona,18004
315,2019,9,13,Friday,11,0,NA,NA,bowel,NA,,vona,18004
316,2019,9,13,Friday,12,47,NA,NA,bowel,NA,,vona,18004
317,2019,9,13,Friday,14,17,NA,NA,bowel,NA,,vona,18004
318,2019,9,13,Friday,15,46,NA,NA,bowel,NA,,vona,18004
319,2019,9,13,Friday,8,10,NA,NA,bottle,2,oz,vona,18004
320,2019,9,13,Friday,11,0,NA,NA,bottle,2.5,oz,vona,18004
321,2019,9,13,Friday,13,0,NA,NA,bottle,2,oz,vona,18004
322,2019,9,13,Friday,13,10,NA,NA,bottle,2,oz,vona,18004
323,2019,9,13,Friday,8,22,9,17,nap,NA,,vona,18004
324,2019,9,13,Friday,11,45,12,15,nap,NA,,vona,18004
325,2019,9,12,Thursday,6,40,NA,NA,arrive,NA,,NA,18004
326,2019,9,12,Thursday,6,50,NA,NA,bowel,NA,,vona,18004
327,2019,9,12,Thursday,8,45,NA,NA,wet,NA,,vona,18004
328,2019,9,12,Thursday,10,45,NA,NA,wet,NA,,vona,18004
329,2019,9,12,Thursday,13,12,NA,NA,wet,NA,,vona,18004
330,2019,9,12,Thursday,13,38,NA,NA,bowel,NA,,vona,18004
331,2019,9,12,Thursday,14,18,NA,NA,bowel,NA,,vona,18004
332,2019,9,12,Thursday,15,15,NA,NA,wet,NA,,vona,18004
333,2019,9,12,Thursday,8,50,NA,NA,bottle,3.5,oz,vona,18004
334,2019,9,12,Thursday,12,0,NA,NA,bottle,1,oz,vona,18004
335,2019,9,12,Thursday,13,15,NA,NA,bottle,2.5,oz,vona,18004
336,2019,9,12,Thursday,9,8,9,46,nap,NA,,vona,18004
337,2019,9,12,Thursday,12,7,13,5,nap,NA,,vona,18004
338,2019,9,4,Wednesday,6,55,NA,NA,arrive,NA,,NA,18004
339,2019,9,4,Wednesday,7,0,NA,NA,wet,NA,,vona,18004
340,2019,9,4,Wednesday,7,52,NA,NA,bowel,NA,,vona,18004
341,2019,9,4,Wednesday,9,45,NA,NA,wet,NA,,vona,18004
342,2019,9,4,Wednesday,10,35,NA,NA,bowel,NA,,vona,18004
343,2019,9,4,Wednesday,13,0,NA,NA,wet,NA,,vona,18004
344,2019,9,4,Wednesday,13,35,NA,NA,bowel,NA,,vona,18004
345,2019,9,4,Wednesday,14,55,NA,NA,bowel,NA,,vona,18004
346,2019,9,4,Wednesday,9,33,NA,NA,bottle,3.5,oz,vona,18004
347,2019,9,4,Wednesday,13,0,NA,NA,bottle,3,oz,vona,18004
348,2019,9,4,Wednesday,8,4,9,19,nap,NA,,vona,18004
349,2019,9,4,Wednesday,11,7,12,56,nap,NA,,vona,18004
350,2019,9,10,Tuesday,6,45,NA,NA,dry,NA,,ap,18004
351,2019,9,10,Tuesday,8,10,NA,NA,wet,NA,,ap,18004
352,2019,9,10,Tuesday,9,45,NA,NA,wet,NA,,ap,18004
353,2019,9,10,Tuesday,11,15,NA,NA,bowel,NA,,ap,18004
354,2019,9,10,Tuesday,12,45,NA,NA,bowel,NA,,ap,18004
355,2019,9,10,Tuesday,14,15,NA,NA,bowel,NA,,ap,18004
356,2019,9,10,Tuesday,8,0,NA,NA,bottle,2,oz,ap,18004
357,2019,9,10,Tuesday,10,30,NA,NA,bottle,3,oz,ap,18004
358,2019,9,10,Tuesday,13,15,NA,NA,bottle,3.5,oz,ap,18004
359,2019,9,10,Tuesday,9,0,9,40,nap,NA,,ap,18004
360,2019,9,10,Tuesday,12,0,12,35,nap,NA,,ap,18004
361,2019,9,6,Friday,6,40,NA,NA,arrive,NA,,NA,18004
362,2019,9,6,Friday,7,5,NA,NA,wet,NA,,vona,18004
363,2019,9,6,Friday,9,35,NA,NA,wet,NA,,vona,18004
364,2019,9,6,Friday,9,59,NA,NA,bowel,NA,,vona,18004
365,2019,9,6,Friday,11,25,NA,NA,bowel,NA,,ap,18004
366,2019,9,6,Friday,12,57,NA,NA,bowel,NA,,vona,18004
367,2019,9,6,Friday,15,0,NA,NA,wet,NA,,vona,18004
368,2019,9,6,Friday,8,5,NA,NA,bottle,2,oz,vona,18004
369,2019,9,6,Friday,12,30,NA,NA,bottle,3,oz,vona,18004
370,2019,9,6,Friday,15,0,NA,NA,bottle,2.5,oz,vona,18004
371,2019,9,6,Friday,8,48,9,32,nap,NA,,vona,18004
372,2019,9,6,Friday,11,34,12,10,nap,NA,,vona,18004
373,2019,9,6,Friday,14,10,14,40,nap,NA,,vona,18004
374,2019,9,29,Sunday,NA,NA,NA,NA,intro_grass,NA,,jsmkch,18004
375,2019,9,22,Sunday,NA,NA,NA,NA,skill_crawl_army,NA,,jsmkch,18004
376,2019,8,19,Monday,NA,NA,NA,NA,trait_mass,7.82,kg,rainbow,18004
377,2019,6,24,Monday,NA,NA,NA,NA,trait_mass,6.69,kg,rainbow,18004
378,2019,5,20,Monday,NA,NA,NA,NA,trait_mass,5.53,kg,rainbow,18004
379,2019,4,30,Tuesday,NA,NA,NA,NA,trait_mass,4.74,kg,rainbow,18004
380,2019,4,26,Friday,NA,NA,NA,NA,trait_mass,4.39,kg,rainbow,18004
381,2019,4,22,Monday,NA,NA,NA,NA,trait_mass,4.11,kg,rainbow,18004
382,2019,4,20,Saturday,NA,NA,NA,NA,trait_mass,4.14,kg,rainbow,18004
383,2019,4,18,Thursday,NA,NA,NA,NA,trait_mass,4.39,kg,rainbow,18004
384,2019,8,19,Monday,NA,NA,NA,NA,trait_length,68.6,cm,rainbow,18004
385,2019,6,24,Monday,NA,NA,NA,NA,trait_length,65.4,cm,rainbow,18004
386,2019,5,20,Monday,NA,NA,NA,NA,trait_length,61.6,cm,rainbow,18004
387,2019,4,30,Tuesday,NA,NA,NA,NA,trait_length,56.5,cm,rainbow,18004
388,2019,4,26,Friday,NA,NA,NA,NA,trait_length,56.1,cm,rainbow,18004
389,2019,4,22,Monday,NA,NA,NA,NA,trait_length,54.6,cm,rainbow,18004
390,2019,8,19,Monday,NA,NA,NA,NA,trait_head_circum,42.5,cm,rainbow,18004
391,2019,6,24,Monday,NA,NA,NA,NA,trait_head_circum,40.6,cm,rainbow,18004
392,2019,5,20,Monday,NA,NA,NA,NA,trait_head_circum,38.7,cm,rainbow,18004
393,2019,4,22,Monday,NA,NA,NA,NA,trait_head_circum,33,cm,rainbow,18004
394,2019,10,14,Monday,NA,NA,NA,NA,skill_situp_partial,NA,,jsmkch,18004
395,2019,10,1,Tuesday,NA,NA,NA,NA,intro_solidfood_regularly,NA,,jsmkch,18004
396,2019,9,2,Monday,NA,NA,NA,NA,intro_solidfood,NA,,jsmkch,18004
397,2019,9,30,Monday,NA,NA,NA,NA,trait_mass,8.56,kg,rainbow,18004
398,2019,9,30,Monday,NA,NA,NA,NA,temperature,102.1,degreesF,rainbow,18004
399,2019,9,25,Wednesday,NA,NA,NA,NA,trait_mass,8.48,kg,rainbow,18004
400,2019,9,25,Wednesday,14,20,NA,NA,temperature,99.3,degreesF,rainbow,18004
401,2019,9,25,Wednesday,15,30,NA,NA,temperature,98.2,degreesF,rainbow,18004
402,2019,9,26,Thursday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
403,2019,9,27,Friday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
404,2019,9,27,Friday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
405,2019,9,28,Saturday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
406,2019,9,29,Sunday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
407,2019,9,29,Sunday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
408,2019,9,30,Monday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
409,2019,9,30,Monday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
410,2019,10,1,Tuesday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
411,2019,10,1,Tuesday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
412,2019,10,2,Wednesday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
413,2019,10,2,Wednesday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
414,2019,10,3,Thursday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
415,2019,10,3,Thursday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
416,2019,10,4,Friday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
417,2019,10,4,Friday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
418,2019,10,5,Saturday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch,18004
